,title,author,publisher,category,language,score,ebookPrice,audiobookPrice,paperPrice,popularity
492,Cienka niebieska linia,Christoffer Carlsson,Czarna Owca,Kryminał,Leo Junker,"3,9","31,99",,"36,99",
493,Flu Game,Klęczar Wojciech,Forma,Kryminał,polski,"0,0",,,"29,00",
494,Mam chusteczkę haftowaną,Hanna Greń,Replika,Kryminał,polski,"0,0",,,"39,90",
495,Pionki,Natalia Nowak-Lewandowska,Replika,Kryminał,polski,"0,0",,,"34,90",
496,Całkiem sama,Higgins Clark Mary,Prószyński Media,Kryminał,polski,"0,0",,,"38,00",
497,Wśród nocnych Cisz,Małgorzata Hayles,Prószyński i S-ka,"Sensacja, thriller, horror",polski,"4,1","28,80",,"36,00",
498,"Śledztwo od kuchni czyli klasyczna powieść kryminalna o wdowie, zakonnicy i psie",Karolina Morawiecka,Lira Publishing Sp. z o.o.,Kryminał,polski,"0,0",,,"29,99",
499,Odetchnij jeszcze raz,Mariusz Ziomecki,Akurat,Kryminał,Elementy zbrodni,"3,0","31,90",,"39,90",
500,Czerwony szkwał,Tomasz Hildebrandt,Akurat,Kryminał,Andrzej Bondar,"1,0","31,90",,"39,90",
501,Biel nocy,Ann Cleeves,Czwarta Strona,Kryminał,Kwartet szetlandzki,"4,1","29,90",,"36,90",10
502,We mgle,Johansen Iris,Lucky,Kryminał,polski,"0,0",,,"39,90",
503,Zapłata,Małgorzata Rogala,Czwarta Strona,Kryminał,Agata Górska i Sławek Tomczyk,"4,4","29,90",,"36,90",32
504,Morderstwo na Święta,Francis Duncan,Zysk i S-ka,Kryminał,Mordecai Tremaine,"3,5","28,00",,"34,90",
505,Smak wojny,Witold Gadowski,Replika,Kryminał,Andrzej Brenner,"4,6","32,90",,"39,90",
506,Niebezpieczny chłopak,Peter Robinson,Sonia Draga,"Sensacja, thriller, horror",Inspektor Banks,"4,2","29,00",,"38,00",
507,Przyjaciółka diabła,Peter Robinson,Sonia Draga,"Sensacja, thriller, horror",Inspektor Banks,"4,1","32,00",,"38,00",
508,Ukryty cel,Magiera Wojciech,Vectra,Kryminał,polski,"0,0",,,"39,00",
509,Kastor,Wojtek Miłoszewski,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
510,Domino śmierci,Mostrom Jonas,Czarna Owca,Kryminał,polski,"0,0",,,"34,99",
511,Co nas nie zabije,Lagerkrantz David,Czarna Owca,Kryminał,polski,"0,0",,,"39,99",
512,Słodkie kłamstwa,Caz Frear,Czarna Owca,"Sensacja, thriller, horror",polski,"3,9","34,99",,"39,99",
513,Wyznanie,Jo Spain,Wydawnictwo RM Sp. z o.o.,"Sensacja, thriller, horror",polski,"4,1","34,99",,"34,99",
514,Podziemne linie lotnicze,Winters Ben H.,RM,Kryminał,polski,"0,0",,,"34,99",
515,Ostatni Prawdziwa historia żołnierza warszawskiej mafii,"Mudyn Piotr, Matuszak Marzena",Helion,Kryminał,polski,"0,0",,,"34,40",
516,Pokuta,Max Czornyj,Filia,Kryminał,Komisarz Eryk Deryło,"4,3","26,90",,"36,90",21
517,Sherlock Holmes. Księga wszystkich dokonań,Arthur Conan Doyle,Rea,Kryminał,polski,"0,0",,,"69,90",
518,Pogrzeb na zamówienie,Anthony Horowitz,Rebis,Kryminał,polski,"5,0","29,90",,"34,90",
519,Zbrodnia w wielkim mieście,Alek Rogoziński,Filia,Kryminał,polski,"4,1","26,90",,"36,90",12
520,Mecz o życie,Piotr Sowiński,Księży Młyn Dom Wydawniczy Michał Koliński,Kryminał,polski,"3,8","34,90",,"34,90",
521,Wioletka na tropie zbrodni,Katarzyna Gurnard,Wydawnictwo Lira,Kryminał,polski,"3,7","25,60","25,57","29,99",
522,Lissy,Luca D'Andrea,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
523,Dobre Miasto,Mariusz Zielke,Czarna Owca,Kryminał,polski,"3,8","34,99",,"39,99",
524,Pakiet: Egzekucja w dobrej wierze/Motywy osobiste/Życie po życiu,Aleksandra Marinina,Czwarta Strona,Kryminał,polski,"0,0",,,"89,00",
525,Pakiet: W obcej skórze/Nie ma innej ciemności/Smak strachu,Hilary Sarah,Czwarta Strona,Kryminał,polski,"0,0",,,"89,00",
526,Dekada Tom 3 Fatum,Michał Larek,Czwarta Strona,Kryminał,polski,"0,0",,,"36,90",
527,Zgadnij kto,Chris McGeorge,Insignis,Kryminał,polski,"3,5","29,90",,"39,99",
528,Łzy pajaca,"Giovanni Maurizio, Brzozowski Maciej A.",Noir Sur Blanc,Kryminał,polski,"0,0",,,"29,00",
529,Wieża komunistów,Witold Gadowski,Replika,Kryminał,Andrzej Brenner,"4,3","32,90",,"39,90",
530,Pająk/Ciekawe Miejsca,Romański Marek,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"32,80",
531,Zagubione życie,Podgórski Piotr,Lucky,Kryminał,polski,"0,0",,,"36,90",
532,Tajemnice Mille,Dagmara Andryka,Prószyński i S-ka,Kryminał,Marta Witecka,"3,8","30,40",,"38,00",
533,Niebezpieczna sekwencja,Aleksandra Marinina,Czwarta Strona,Kryminał,polski,"4,2","31,90",,"39,90",
534,Nigdy nie zapomnisz,Kathryn Croft,Burda Książki,"Sensacja, thriller, horror",polski,"4,0","31,00",,"39,90",
535,Bezwład,Grzegorz Kapla,Burda Książki,Kryminał,polski,"4,0","31,00",,"39,90",
536,Paragraf 148,Jacek Ostrowski,Skarpa Warszawska,Kryminał,Seria z papugą,"4,1","31,00",,"36,90",
537,Grzechy ojców,Ruth Rendell,Replika,Kryminał,polski,"0,0",,,"34,90",
538,NIEznajomi,"Poznanski Ursula,Strobel Arno",Mando,Kryminał,polski,"0,0",,,"39,90",
539,Było sobie Glasgow,"McArthur Alexander, Kingsley Long Herbert",Vis-a-vis / Etiuda,Kryminał,polski,"0,0",,,"29,00",
540,Czerwony alarm,"Patterson James, Karp Marshall",HarperCollins Polska,Kryminał,polski,"0,0",,,"38,99",
541,Niepewne miejsce,Fred Vargas,Sonia Draga,Kryminał,Komisarz Adamsberg,"4,1","32,00",,"38,00",
542,W ukryciu,Lisa Gardner,Sonia Draga,Kryminał,polski,"0,0",,,"38,90",
543,Obserwuję Cię,Teresa Driscoll,Sine Qua Non,Kryminał,polski,"4,2","31,57",,"36,99",
544,Cynamonowe dziewczyny,Hanna Greń,Replika,Kryminał,polski,"0,0",,,"36,90",
545,Popielate laleczki,Hanna Greń,Replika,Kryminał,polski,"0,0",,,"36,90",
546,Maigret i hurtownik win,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
547,Moja siostra,Michelle Adams,Czarna Owca,"Sensacja, thriller, horror",polski,"4,2","31,99",,"36,99",
548,In Death. Echa i śmierć,J. D. Robb,Prószyński i S-ka,Kryminał,polski,"4,3","31,90",,"39,90",
549,Dziewczyna która zginie pierwsza,Victoria Jenkins,Amber,Kryminał,polski,"0,0",,,"39,80",
550,Ciszej niż śmierć,Hilary Sarah,Czwarta Strona,Kryminał,Inspektor Mar­nie Rome,"4,0","29,90",,"36,90",
551,Skaza,Robert Małecki,Czwarta Strona,Kryminał,Bernard Gross,"4,3","29,90","36,90","14,90",92
552,Kontratyp,Remigiusz Mróz,Czwarta Strona,Kryminał,Joanna Chyłka,"4,5","31,89","39,90","39,90",159
553,Mury,Hollie Overton,Czarna Owca,Obyczajowe i romanse,polski,"4,1","29,99",,"34,99",
554,Otchłań,Marcel Woźniak,Czwarta Strona,Kryminał,Leon Brodzki,"4,3","29,90",,"36,90",
555,Kandydat - w imię zasad,Michał Łowicz,Rytm,Kryminał,polski,"0,0",,,"24,99",
556,Rok we mgle,Michelle Richmond,Otwarte,Kryminał,polski,"0,0",,,"39,90",
557,Zimny strach,Nordbo Mads Peder,Burda Publishing Polska,Kryminał,polski,"0,0",,,"39,90",
558,Czerń kruka,Ann Cleeves,Czwarta Strona,Kryminał,Kwartet szetlandzki,"4,0","29,90","36,90","36,90",30
559,Rysa,Igor Brejdygant,W.A.B.,Kryminał,polski,"0,0",,,"36,99",
560,Pułapka,Lilja Sigurdardóttir,Wydawnictwo Kobiece,Kryminał,polski,"0,0",,,"34,90",
561,Apartament w Paryżu,Guillaume Musso,Wydawnictwo Albatros,"Sensacja, thriller, horror",Madeline Guillaume Musso,"4,3","30,90","35,90","35,90",41
562,Najlepsze amerykańskie opowiadania kryminalne,Wojciech Chmielarz,Albatros,Kryminał,polski,"0,0",,,"36,90",
563,Podejdź bliżej,Rachel Abbott,Filia,Kryminał,Tom Douglas,"4,3","29,90",,"39,90",18
564,Kołysanka,Bartłomiej Piotrowski,Helion,Kryminał,polski,"0,0",,,"37,00",
565,"Milczysz, moja śliczna...",Rhys Bowen,Noir Sur Blanc,Kryminał,polski,"0,0",,,"32,00",
566,Kręgi,Zbigniew Zborowski,Znak Literanova,Kryminał,polski,"0,0",,,"37,90",
567,Głęboki sen,CHANDLER RAYMOND,C&T,Kryminał,polski,"0,0",,,"25,00",
568,Mock Pojedynek,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"39,90",
569,Przeklęty seans,Jonathan Skariton,Czarna Owca,Obyczajowe i romanse,polski,"2,5","29,99",,"34,99",
570,Śladami Emmy,Wendy Walker,Czarna Owca,Obyczajowe i romanse,polski,"3,9","29,99",,"34,99",
571,Sejf,Ryan Gattis,Czarna Owca,Obyczajowe i romanse,polski,"0,0","29,99",,"34,99",
572,Dzikość serca,Barry Gifford,Replika,Kryminał,polski,"4,0","29,90",,"32,90",
573,Szpiedzy szpiegują…,Wawelsky Stan,Rytm,Kryminał,polski,"0,0",,,"14,70",
574,Seria o komisarzu Williamie Wistingu Tom 5 Nocny człowiek,Horst Jorn Lier,Smak Słowa,Kryminał,polski,"0,0",,,"39,99",
575,W imię prawdy,Viveca Sten,Czarna Owca,Kryminał,Morderstwa w Sandhamn,"4,2","31,99",,"36,99",
576,Wszystkie dobre rzeczy,Fisher Clare,Czarna Owca,Obyczajowe i romanse,polski,"4,8","29,99",,"34,99",
577,Noc w Ogrodzie Ciemności,Jarosław Klonowski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"31,30",
578,Gorszy,Piotr Górski,HarperCollins,Kryminał,Sławomir Kruk,"4,5","29,99",,"38,99",
579,Pokuszenie,Piotr Bojarski,Czwarta Strona,Kryminał,Bogdan Popiołek,"3,8","29,90",,"36,90",
580,Z najlepszymi życzeniami śmierci,Ruth Rendell,Replika,Kryminał,polski,"0,0",,,"34,90",
581,Zaginiona,Lisa Gardner,Sonia Draga,Kryminał,polski,"0,0",,,"38,90",
582,Zabójcza śpiąca królewna,"S. Burke Alafair, Higgins Clark Mary",Prószyński Media,Kryminał,polski,"0,0",,,"38,00",
583,Będziesz na to patrzył,Magda Rem,Prószyński i S-ka,Obyczajowe i romanse,polski,"4,2","31,90",,"39,90",
584,Zło czai się na szczycie,Marta Matyszczak,Dolnośląskie,Kryminał,polski,"0,0",,,"29,90",
585,Kolekcjoner kości,Jeffery Deaver,Prószyński i S-ka,Obyczajowe i romanse,Lincoln Rhyme,"5,0","30,40","32,00","38,00",
586,Ferajna Tom 2,"Miękus Robert, Petelski Janusz",Vesper,Kryminał,polski,"0,0",,,"34,90",
587,Wzgórze Piastów,Krzysztof Koziołek,Akurat,Kryminał,polski,"4,0","29,60",,"37,00",
588,Rywalka,Sandie Jones,Otwarte,Kryminał,polski,"0,0",,,"36,90",
589,Seans w Domu Egipskim,"Szymiczkowa Maryla, Dehnel Jacek, Tarczyński Piotr",Znak,Kryminał,polski,"0,0",,,"37,90",
590,Epidemia samobójstw,Bachrach Daniel,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"25,60",
591,Białe ciała,Jane Robins,Czarna Owca,"Sensacja, thriller, horror",polski,"3,3","31,99",,"36,99",
592,Ucieczka,Joanna Opiat-Bojarska,Czarna Owca,Kryminał,Burzyński i Majewski,"4,2","31,99",,"36,99",
593,Apartament,"Lotz Sarah, Greenberg Louis",Czarna Owca,Kryminał,polski,"0,0",,,"36,99",
594,Nigdy się nie dowiesz,S.R. Masters,Burda Książki,Kryminał,polski,"3,3","31,00",,"39,90",
595,Ryk kamiennego lwa,Janusz Majewski,Marginesy,Kryminał,Nadkomisarz Rafał Król,"3,8","31,00",,"37,90",
596,Torfowisko,Susanne Jansson,Marginesy,Kryminał,polski,"3,6","27,90",,"34,90",
597,Nie chodź po lesie nocą,Braun Danka,Prozami,Kryminał,polski,"3,9","29,90",,"36,90",
598,Przedawnienie,Jiří Březina,Wydawnictwo Afera,Kryminał,polski,"3,9","32,00",,"37,99",
599,W pułapce,Magda Stachula,Znak,Kryminał,polski,"0,0",,,"37,90",
600,Maigret ma skrupuły,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
601,Gliny z innej gliny,Robert Ostaszewski,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
602,Skrawek mego serca,Peter Robinson,Sonia Draga,Kryminał,Inspektor Banks,"4,0","32,00","27,50","38,00",
603,"Blizna, Ezaw i Jakub, Trzej studenci",Doyle Arthur Conan,LTW,Kryminał,polski,"0,0",,,"19,90",
604,Miłość dla dorosłych,Anna Ekberg,Świat Książki,"Sensacja, thriller, horror",polski,"4,1","31,50",,"36,90",10
605,Kiedy ucichnie muzyka,Peter Robinson,Sonia Draga,Kryminał,Inspektor Banks,"4,1","32,00","31,00","38,00",
606,Tak będzie prościej,Przemysław Semczuk,Rebis,Kryminał,Komisarz Ciszewski,"4,1","29,90",,"37,91",
607,Mówili że jest piękna,Michel Bussi,Świat Książki,Kryminał,polski,"0,0",,,"36,90",
608,Dekada Tom 2 Na tropie,Michał Larek,Czwarta Strona,Kryminał,polski,"0,0",,,"36,90",
609,Zabójczy pocisk,Wojciech Chmielarz,Skarpa Warszawska,Kryminał,polski,"0,0",,,"36,90",
610,Czerwony Pająk,Katarzyna Bonda,Muza,Kryminał,polski,"0,0",,,"49,90",
611,Przepaść,Michelle Paver,Czwarta Strona,Kryminał,polski,"3,8","29,90",,"36,90",
612,Dom bez klamek,Jędrzej Pasierski,Wydawnictwo Czarne,Kryminał,Nina Warwiłow,"4,1","29,90","29,90","34,90",36
613,Negatyw,Klaudiusz Szymańczak,Burda Książki,Kryminał,polski,"3,8","31,00",,"39,90",
614,Kopia doskonała,Małgorzata Rogala,Czwarta Strona,Kryminał,Celina Stefańska,"4,1","29,90","36,90","14,90",12
615,Dom węży,Mateusz Lemberg,Od deski do deski,"Sensacja, thriller, horror",polski,"4,1","25,01",,"36,00",
616,Słodkich snów Aurora Teagarden,Charlaine Harris,Replika,Kryminał,polski,"0,0",,,"34,90",
617,21.37,Mariusz Czubaj,W.A.B.,Kryminał,polski,"0,0",,,"29,99",
618,Dziewczynka z zapalniczką,Mariusz Czubaj,W.A.B.,Kryminał,polski,"0,0",,,"34,99",
619,Farba,Wojtek Miłoszewski,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
620,Szczury hotelowe,Kurnatowski Ludwik M.,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"28,50",
621,Niedobry pasterz,Przemysław Borkowski,Czwarta Strona,Kryminał,Zygmunt Rozłucki,"4,1","29,90","36,90","36,90",
622,Horyzont zła,Haylen Beck,Czarna Owca,Kryminał,polski,"4,0","29,99",,"34,99",
623,Echo morderstwa,Christie Daugherty,Czarna Owca,Kryminał,Harper McClain,"4,3","34,99",,"39,99",
624,Pani Henryka i morderstwo w pensjonacie,Katarzyna Gurnard,Wydawnictwo Lira,Kryminał,Pani Henryka,"3,8","19,99","25,57","29,99",
625,Szkarłatna głębia,Krzysztof Bochus,Muza,Kryminał,Christian Abell,"4,3","31,90",,"39,90",
626,Krok za tobą,Lisa Gardner,Sonia Draga,Kryminał,Quincy & Rainie,"4,4","32,50","31,00","38,90",14
627,Niespłacone długi,Petros Markaris,Noir Sur Blanc,Kryminał,polski,"0,0",,,"29,00",
628,Operacji „Tranzyt” Batalion śmierci,Boris Akunin,Replika,Kryminał,polski,"0,0",,,"39,90",
629,Zerwa,Remigiusz Mróz,Filia,Kryminał,Komisarz Forst,"4,5","29,90",,"39,90",48
630,Mistrz ceremonii,Sharon Bolton,Amber,Kryminał,polski,"4,1","32,27",,"42,80",
631,Dawna znajoma,Laura Marshall,Filia,Kryminał,polski,"4,0","29,90",,"39,90",
632,Bokser i dziewczyna Hazardzista,Grom Jan,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"28,40",
633,Dam ci to wszystko,Dolores Redondo,Wydawnictwo Kobiece,Kryminał,polski,"4,4","29,90",,"39,90",
634,Ostatnia sprawa Fredriki Bergman,Kristina Ohlsson,Prószyński i S-ka,Obyczajowe i romanse,Fredrika Bergman,"4,3","33,60",,"42,00",
635,Mała baletnica,Wiktor Mrok,Initium,Kryminał,polski,"4,1","29,99",,"29,99",
636,Wymiary mroku,Tomasz Hildebrandt,Akurat,Kryminał,Andrzej Bondar,"5,0","31,90",,"39,90",
637,Znajdź mnie,J.S. Monroe,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
638,Koszmary zasną ostatnie,Robert Małecki,Czwarta Strona,Kryminał,Marek Bener,"4,1","29,90","36,90","36,90",18
639,Zmowa,Dario Correnti,Burda Książki,Kryminał,polski,"3,9","31,00",,"39,90",13
640,Nie ufaj nikomu,Kathryn Croft,Burda Książki,Kryminał,polski,"4,1","31,00",,"39,90",20
641,Udział własny,Elsebeth Egholm,Sonia Draga,Kryminał,Dicte Svendsen,"3,9","32,00",,"38,00",
642,Kości mówią,Kathy Reichs,Sonia Draga,Kryminał,Temperance Brennan,"4,1","31,00",,"37,00",
643,Łowca,Lars Kepler,Dolnośląskie,Kryminał,polski,"0,0",,,"39,90",
644,Terapia,Sebastian Fitzek,Amber,"Sensacja, thriller, horror",polski,"4,3","29,70",,"39,80",13
645,Macbeth,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,0","31,92","34,90","39,90",22
646,Nic o mnie nie wiecie,Imran Mahmood,Czarna Owca,Kryminał,polski,"3,4","29,99",,"34,99",
647,Milczący świadek,Alan Drew,Czarna Owca,"Sensacja, thriller, horror",polski,"3,9","34,99",,"39,99",
648,Zamęt,Vincent V. Severski,Czarna Owca,"Sensacja, thriller, horror",Zamęt,"4,4","34,99",,"39,99",30
649,Czwarta małpa,Baker J. D.,Czarna Owca,Kryminał,polski,"0,0",,,"36,99",
650,Detoks,Krzysztof Domaradzki,Czarna Owca,Kryminał,Komisarz Tomek Kawęcki,"3,8","34,99","34,99","39,99",11
651,Spacer na krawędzi,Sherri Smith,HarperCollins,Kryminał,polski,"4,3","19,99",,"37,99",
652,Zaginiona,Lisa Harris,Dreams,Kryminał,Akta Nikki Boyd,"4,0","25,53",,"34,90",
653,Nora,Katarzyna Puzyńska,Prószyński i S-ka,Kryminał,Lipowo,"4,4","33,60","37,90","42,00",56
654,Testament,Remigiusz Mróz,Czwarta Strona,Kryminał,Joanna Chyłka,"4,4","31,90","39,90","39,90",128
655,Wspólnicy,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
656,Polskie Archiwum X,"Litka Piotr, Michalec Bogdan, Nowak Mariusz",WAM,Kryminał,polski,"0,0",,,"34,90",
657,Zanim zawisły psy,Jens Henrik Jensen,Helion,Kryminał,polski,"0,0",,,"39,90",
658,Detektyw Arrowood,Mick Finlay,HarperCollins,Kryminał,Arrowood Mystery,"3,6","24,99",,"37,99",
659,Sztuka śmierci,Aleksandra Marinina,Czwarta Strona,Kryminał,polski,"3,8","31,90",,"39,90",
660,Porwanie,Agnieszka Pietrzyk,Czwarta Strona,Kryminał,polski,"4,2","29,90","23,86","36,90",23
661,Anatomia niewinności Świadectwa niesłusznie skazanych,"Klinger Leslie S., Caldwell Laura",Czarna Owca,Kryminał,polski,"0,0",,,"36,99",
662,Kapuś,Jan-Erik Fjell,Czarna Owca,Kryminał,polski,"3,5","29,99",,"34,99",
663,Bezdroża,Arne Dahl,Czarna Owca,Kryminał,Sam Berger i Molly Blom,"3,9","29,99",,"34,99",
664,Intrigo,Håkan Nesser,Czarna Owca,Kryminał,polski,"3,7","34,99","34,99","39,99",
665,Zemsta kolekcjonera,Cummings Fiona,Amber,Kryminał,polski,"0,0",,,"39,80",
666,Dwa dni w maju,Sierra I Fabra Jordi,Albatros,Kryminał,polski,"0,0",,,"34,89",
667,Jedno z nas kłamie,McManus Karen M.,Prószyński Media,Kryminał,polski,"0,0",,,"38,00",
668,Zdrada scenarzystów,Wojciech Nerkowski,Czwarta Strona,Kryminał,polski,"4,0","27,90",,"34,90",
669,Kredziarz,C. J. Tudor,Czarna Owca,Kryminał,polski,"4,0","29,99","29,99","34,99",51
670,Ryzykowna gra,Ann Rosman,Czarna Owca,Kryminał,polski,"4,0","34,99",,"39,99",
671,Dziewczyna na karuzeli,Danya Kukafka,Czarna Owca,Kryminał,polski,"3,5","34,99",,"39,99",
672,Dziecko,Fiona Barton,Czarna Owca,"Sensacja, thriller, horror",Kate Waters,"4,3","34,99","34,99","39,99",15
673,Kasacja,Remigiusz Mróz,Czwarta Strona,Kryminał,Joanna Chyłka,"4,4","23,90","34,90","34,90",262
674,Układanka,Natalia Nowak-Lewandowska,Replika,Kryminał,polski,"0,0",,,"34,90",
675,Strzały nad jeziorem,Marta Matyszczak,Dolnośląskie,Kryminał,polski,"0,0",,,"29,90",
676,Ofiara,Max Czornyj,Filia,Kryminał,Komisarz Eryk Deryło,"4,4","26,90",,"36,90",27
677,Krwawe róże,Dot Hutchison,Filia,Kryminał,Kolekcjoner,"4,0","29,90",,"39,90",
678,Kto zabił Kopciuszka?,Alek Rogoziński,Filia,Kryminał,polski,"4,1","26,90",,"36,90",
679,Grzech zaniechania,Małgorzata Rogala,Czwarta Strona,Kryminał,Agata Górska i Sławek Tomczyk,"4,5","29,90",,"36,90",25
680,Dylemat,David Baldacci,Dolnośląskie,Kryminał,polski,"0,0",,,"39,90",
681,Ocalałe,Sager Riley,Otwarte,Kryminał,polski,"0,0",,,"39,90",
682,Smoky Barrett 2 Oblicze śmierci,McFadyen Cody,Filia,Kryminał,polski,"0,0",,,"39,90",
683,Niewiadoma,Marek Stelar,Filia,Kryminał,Suder,"4,3","29,90",,"39,90",13
684,Mroczna toń,Robert Bryndza,Filia,Kryminał,DCI Erika Foster,"4,5","29,90",,"39,90",
685,Samotnia Tom 2,Dickens Charles,Zysk i S-ka,Kryminał,polski,"0,0",,,"49,00",
686,Samotnia Tom 1,Dickens Charles,Zysk i S-ka,Kryminał,polski,"0,0",,,"49,00",
687,Verlaque i Bonnet na tropie Tom 2 Morderstwo przy rue Dumas,Longworth Mary Lou,Smak Słowa,Kryminał,polski,"0,0",,,"39,90",
688,Jedna jedyna Tom 4 O komisarzu Williamie Wistingu,Horst Jorn Lier,Smak Słowa,Kryminał,polski,"0,0",,,"39,99",
689,Verlaque i Bonnet na tropie Tom 1 Śmierć w Chateau Bremont,Longworth Mary Lou,Smak Słowa,Kryminał,polski,"0,0",,,"39,90",
690,Zła siostra,Sam Carrington,Amber,Kryminał,polski,"0,0",,,"39,80",
691,Wilcze kobiety,Hanna Greń,Replika,Kryminał,polski,"0,0",,,"36,90",
692,Matnia,Małgorzata Łatka,Czwarta Strona,Kryminał,Lena Zamojska,"4,3","29,90",,"36,90",
693,Seria Strażników Światła,Erica Spindler,Edipresse Polska,Kryminał,polski,"0,0",,,"59,90",
694,Kłamca / Obsesja,Nora Roberts,Edipresse Polska,Kryminał,polski,"0,0",,,"59,90",
695,Śmiertelnie poważna sprawa,Ryszard Ćwirlej,Muza,Kryminał,Milicjanci z Poznania,"4,5","31,90",,"14,90",
696,Nieodnaleziona,Remigiusz Mróz,Filia,Kryminał,Damian Werner,"4,2","29,90","39,90","39,90",72
697,Trup na plaży i inne sekrety rodzinne,Aneta Jadowska,Sine Qua Non,Kryminał,Garstka z Ustki,"4,3","31,90",,"36,90",29
698,Już nikogo nie słychać,Ryszard Ćwirlej,Czwarta Strona,Kryminał,Antoni Fischer,"4,4","31,90",,"14,90",
699,Czy można umrzeć dwa razy?,Persson Leif GW,Czarna Owca,Kryminał,polski,"0,0",,,"39,99",
700,Człowiek Jatka,Frender Igor,Bractwo Trojka,Kryminał,polski,"0,0",,,"29,00",
701,Ona śpiewała fado,Fernando Sobral,Świat Książki,Obyczajowe i romanse,polski,"3,2","27,90",,"32,90",
702,Danie główne,Marcin Radwański,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"37,00",
703,The Writer,Damian Jackowiak,Poligraf,Kryminał,polski,"0,0",,,"34,00",
704,Stało się,Magdalena Kuydowicz,Prószyński i S-ka,Kryminał,polski,"3,5","28,80",,"36,00",
705,Cały ten jazz,Jarosław Klonowski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"37,00",
706,Uczeń i śmierć,J. D. Robb,Prószyński i S-ka,Kryminał,In Death | Oblicza śmierci,"4,4","31,90",,"39,90",
707,Strach,Jozef Karika,Stara Szkoła,Kryminał,polski,"0,0",,,"36,00",
708,Potem przychodzi ktoś inny,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"32,00",
709,Pociąg w nieznane,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"35,60",
710,Imię Pani,Krzysztof Koziołek,Manufaktura Tekstów,Kryminał,polski,"4,1","24,90",,"39,00",
711,Komisarz,Paulina Świst,Akurat,Kryminał,Prokurator,"4,4","27,90","37,00","14,99",63
712,Oddech śmierci,Joanna Bagrij,Czarna Kawa,Obyczajowe i romanse,polski,"3,0","22,11",,"35,90",
713,Ojciec Brown Trzy narzędzia śmierci,Gilbert Keith Chesterton,Replika,Kryminał,polski,"0,0",,,"34,90",
714,Księga Wysp Ostatnich,Anna Klejzerowicz,Replika,Kryminał,polski,"0,0",,,"34,90",
715,Annabelle,Lina Bengtsdotter,Burda Książki,Kryminał,Inspektor Charlie Lager,"4,0","31,00","39,90","39,90",
716,Pochłaniacz / Okularnik / Lampiony,Katarzyna Bonda,Muza,Kryminał,polski,"0,0",,,"99,90",
717,Murder park Park morderców,Jonas Winner,Initium,Kryminał,polski,"0,0",,,"24,99",
718,Tajemnica zaginionej syreny,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,"18,50",
719,Błyskawiczna wypłata,Ryszard Ćwirlej,Muza,Kryminał,Milicjanci z Poznania,"4,4","31,90",,"14,90",10
720,Żebro Adama,Antonio Manzini,Muza,Kryminał,Śledztwa Rocca Schiavone,"4,2","27,90",,"34,90",11
721,Gdy morze cichnie Tom 3 O komisarzu Williamie Wistingu,Horst Jorn Lier,Smak Słowa,Kryminał,polski,"0,0",,,"39,99",
722,Pogromca grzeszników,Grzegorz Kalinowski,Muza,Kryminał,Kornel Strasburger,"4,2","31,90",,"39,90",
723,Dziewczyny z Roanoke,Amy Engel,Czarna Owca,"Sensacja, thriller, horror",polski,"3,8","29,99",,"34,99",
724,Nefrytowy różaniec,Boris Akunin,Świat Książki,Kryminał,Przygody Erasta Fandorina,"4,3","32,90",,"39,90",
725,Teatr złoczyńców,Melanie Rio,Świat Książki,Kryminał,polski,"4,1","31,50",,"36,90",
726,Krew,Bartosz Szczygielski,W.A.B.,Kryminał,polski,"0,0",,,"39,99",
727,Wiedźmy Himmlera,Katarzyna Marciszewska,Novae Res,Kryminał,polski,"0,0",,,"34,00",
728,Niebo jest zawsze wyżej,Mostrom Jonas,Czarna Owca,Kryminał,polski,"0,0",,,"34,99",
729,Czarownica,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,"39,99",
730,Maigret podróżuje,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
731,Nieznośny urok PRL,Janusz Rolicki,Zysk i S-ka,Kryminał,polski,"3,3","29,00",,"36,90",
